462,266,461,265
507,411,507,406
467,418,468,415
632,509,635,501
647,362,647,357
632,218,631,215
602,221,601,219
664,617,668,610
674,646,678,640
773,752,777,747
489,712,492,706
478,566,481,559
104,710,105,708
144,852,145,850
